ID,Column Name,Justification (optional)
31608,Confirmed,non-numerical
31814,Confirmed,non-numerical
31907,Confirmed,non-numerical
31934,Confirmed,non-numerical
32082,Confirmed,non-numerical
32201,Confirmed,non-numerical
32355,Confirmed,non-numerical
32438,Confirmed,non-numerical
32681,Confirmed,non-numerical
32734,Confirmed,non-numerical
32771,Confirmed,non-numerical
32881,Confirmed,non-numerical
32917,Confirmed,non-numerical
32941,Confirmed,non-numerical
32946,Confirmed,non-numerical
33033,Confirmed,non-numerical
33107,Confirmed,non-numerical
33245,Confirmed,non-numerical
33289,Confirmed,non-numerical
33536,Confirmed,non-numerical
33565,Confirmed,non-numerical
33597,Confirmed,non-numerical
33663,Confirmed,non-numerical
33733,Confirmed,non-numerical
33815,Confirmed,non-numerical
34032,Confirmed,non-numerical
34045,Confirmed,non-numerical
34091,Confirmed,non-numerical
34117,Confirmed,non-numerical
34140,Confirmed,non-numerical
34271,Confirmed,non-numerical
34408,Confirmed,non-numerical
34544,Confirmed,non-numerical
34608,Confirmed,non-numerical
34621,Confirmed,non-numerical
34650,Confirmed,non-numerical
34796,Confirmed,non-numerical
34883,Confirmed,non-numerical
34919,Confirmed,non-numerical
35048,Confirmed,non-numerical
35125,Confirmed,non-numerical
35140,Confirmed,non-numerical
35153,Confirmed,non-numerical
35286,Confirmed,non-numerical
35399,Confirmed,non-numerical
35518,Confirmed,non-numerical
35607,Confirmed,non-numerical
35682,Confirmed,non-numerical
35721,Confirmed,non-numerical
35747,Confirmed,non-numerical
35875,Confirmed,non-numerical
35892,Confirmed,non-numerical
35988,Confirmed,non-numerical
36003,Confirmed,non-numerical
36009,Confirmed,non-numerical
36057,Confirmed,non-numerical
36078,Confirmed,non-numerical
36085,Confirmed,non-numerical
36279,Confirmed,non-numerical
36289,Confirmed,non-numerical
36290,Confirmed,non-numerical
36294,Confirmed,non-numerical
36297,Confirmed,non-numerical
36312,Confirmed,non-numerical
36404,Confirmed,non-numerical
36471,Confirmed,non-numerical
36492,Confirmed,non-numerical
36596,Confirmed,non-numerical
36641,Confirmed,non-numerical
36652,Confirmed,non-numerical
36688,Confirmed,non-numerical
36748,Confirmed,non-numerical
36789,Confirmed,non-numerical
36872,Confirmed,non-numerical
36959,Confirmed,non-numerical
37093,Confirmed,non-numerical
37267,Confirmed,non-numerical
37334,Confirmed,non-numerical
37364,Confirmed,non-numerical
37429,Confirmed,non-numerical
37510,Confirmed,non-numerical
37620,Confirmed,non-numerical
37672,Confirmed,non-numerical
37682,Confirmed,non-numerical
37702,Confirmed,non-numerical
37897,Confirmed,non-numerical
37954,Confirmed,non-numerical
38056,Confirmed,non-numerical
38064,Confirmed,non-numerical
38074,Confirmed,non-numerical
38149,Confirmed,non-numerical
38200,Confirmed,non-numerical
38324,Confirmed,non-numerical
38332,Confirmed,non-numerical
38370,Confirmed,non-numerical
38462,Confirmed,non-numerical
38543,Confirmed,non-numerical
38593,Confirmed,non-numerical
38620,Confirmed,non-numerical
38718,Confirmed,non-numerical
38853,Confirmed,non-numerical
38955,Confirmed,non-numerical
38957,Confirmed,non-numerical
39303,Confirmed,non-numerical
39339,Confirmed,non-numerical
39541,Confirmed,non-numerical
39701,Confirmed,non-numerical
39744,Confirmed,non-numerical
39821,Confirmed,non-numerical
39830,Confirmed,non-numerical
39845,Confirmed,non-numerical
39846,Confirmed,non-numerical
39860,Confirmed,non-numerical
40027,Confirmed,non-numerical
40142,Confirmed,non-numerical
40163,Confirmed,non-numerical
40184,Confirmed,non-numerical
40212,Confirmed,non-numerical
40260,Confirmed,non-numerical
40300,Confirmed,non-numerical
40368,Confirmed,non-numerical
40435,Confirmed,non-numerical
40769,Confirmed,non-numerical
40977,Confirmed,non-numerical
41051,Confirmed,non-numerical
41215,Confirmed,non-numerical
41245,Confirmed,non-numerical
41414,Confirmed,non-numerical
41437,Confirmed,non-numerical
41476,Confirmed,non-numerical
41598,Confirmed,non-numerical
41614,Confirmed,non-numerical
41670,Confirmed,non-numerical
41742,Confirmed,non-numerical
41792,Confirmed,non-numerical
41882,Confirmed,non-numerical
41905,Confirmed,non-numerical
41925,Confirmed,non-numerical
42020,Confirmed,non-numerical
42126,Confirmed,non-numerical
42265,Confirmed,non-numerical
42334,Confirmed,non-numerical
42614,Confirmed,non-numerical
42814,Confirmed,non-numerical
42942,Confirmed,non-numerical
42988,Confirmed,non-numerical
42994,Confirmed,non-numerical
43121,Confirmed,non-numerical
43145,Confirmed,non-numerical
43211,Confirmed,non-numerical
43387,Confirmed,non-numerical
43444,Confirmed,non-numerical
43557,Confirmed,non-numerical
43573,Confirmed,non-numerical
43601,Confirmed,non-numerical
43736,Confirmed,non-numerical
43756,Confirmed,non-numerical
43763,Confirmed,non-numerical
43772,Confirmed,non-numerical
43773,Confirmed,non-numerical
43790,Confirmed,non-numerical
43845,Confirmed,non-numerical
43949,Confirmed,non-numerical
43977,Confirmed,non-numerical
44009,Confirmed,non-numerical
44149,Confirmed,non-numerical
44199,Confirmed,non-numerical
44203,Confirmed,non-numerical
44209,Confirmed,non-numerical
44233,Confirmed,non-numerical
44258,Confirmed,non-numerical
44263,Confirmed,non-numerical
44271,Confirmed,non-numerical
44435,Confirmed,non-numerical
44500,Confirmed,non-numerical
44833,Confirmed,non-numerical
44966,Confirmed,non-numerical
45031,Confirmed,non-numerical
45037,Confirmed,non-numerical
45061,Confirmed,non-numerical
45213,Confirmed,non-numerical
45219,Confirmed,non-numerical
45239,Confirmed,non-numerical
45266,Confirmed,non-numerical
45307,Confirmed,non-numerical
45420,Confirmed,non-numerical
45560,Confirmed,non-numerical
45577,Confirmed,non-numerical
45625,Confirmed,non-numerical
45673,Confirmed,non-numerical
45715,Confirmed,non-numerical
45796,Confirmed,non-numerical
45918,Confirmed,non-numerical
46017,Confirmed,non-numerical
46124,Confirmed,non-numerical
46336,Confirmed,non-numerical
46342,Confirmed,non-numerical
46442,Confirmed,non-numerical
46544,Confirmed,non-numerical
46605,Confirmed,non-numerical
46609,Confirmed,non-numerical
46659,Confirmed,non-numerical
46758,Confirmed,non-numerical
46764,Confirmed,non-numerical
46782,Confirmed,non-numerical
46873,Confirmed,non-numerical
46908,Confirmed,non-numerical
46936,Confirmed,non-numerical
46974,Confirmed,non-numerical
47099,Confirmed,non-numerical
47104,Confirmed,non-numerical
47146,Confirmed,non-numerical
47213,Confirmed,non-numerical
47231,Confirmed,non-numerical
47270,Confirmed,non-numerical
47291,Confirmed,non-numerical
47347,Confirmed,non-numerical
47402,Confirmed,non-numerical
47568,Confirmed,non-numerical
47639,Confirmed,non-numerical
47912,Confirmed,non-numerical
47923,Confirmed,non-numerical
47995,Confirmed,non-numerical
48000,Confirmed,non-numerical
48031,Confirmed,non-numerical
48033,Confirmed,non-numerical
48061,Confirmed,non-numerical
48132,Confirmed,non-numerical
48148,Confirmed,non-numerical
48193,Confirmed,non-numerical
48494,Confirmed,non-numerical
48659,Confirmed,non-numerical
48740,Confirmed,non-numerical
48747,Confirmed,non-numerical
48805,Confirmed,non-numerical
48961,Confirmed,non-numerical
49014,Confirmed,non-numerical
49056,Confirmed,non-numerical
140,Deaths,non-numerical
282,Deaths,non-numerical
310,Deaths,non-numerical
363,Deaths,non-numerical
400,Deaths,non-numerical
467,Deaths,non-numerical
500,Deaths,non-numerical
531,Deaths,non-numerical
617,Deaths,non-numerical
624,Deaths,non-numerical
637,Deaths,non-numerical
1059,Deaths,non-numerical
1104,Deaths,non-numerical
1161,Deaths,non-numerical
1280,Deaths,non-numerical
1463,Deaths,non-numerical
1579,Deaths,non-numerical
1592,Deaths,non-numerical
1728,Deaths,non-numerical
1852,Deaths,non-numerical
1870,Deaths,non-numerical
1934,Deaths,non-numerical
2137,Deaths,non-numerical
2274,Deaths,non-numerical
2277,Deaths,non-numerical
2604,Deaths,non-numerical
2623,Deaths,non-numerical
2650,Deaths,non-numerical
2707,Deaths,non-numerical
2738,Deaths,non-numerical
2860,Deaths,non-numerical
2910,Deaths,non-numerical
2934,Deaths,non-numerical
3165,Deaths,non-numerical
3200,Deaths,non-numerical
3223,Deaths,non-numerical
3258,Deaths,non-numerical
3280,Deaths,non-numerical
3315,Deaths,non-numerical
3338,Deaths,non-numerical
3373,Deaths,non-numerical
3443,Deaths,non-numerical
3563,Deaths,non-numerical
3581,Deaths,non-numerical
3684,Deaths,non-numerical
3712,Deaths,non-numerical
3751,Deaths,non-numerical
3778,Deaths,non-numerical
3800,Deaths,non-numerical
3826,Deaths,non-numerical
3871,Deaths,non-numerical
4066,Deaths,non-numerical
4097,Deaths,non-numerical
4111,Deaths,non-numerical
4139,Deaths,non-numerical
4289,Deaths,non-numerical
4443,Deaths,non-numerical
4499,Deaths,non-numerical
4711,Deaths,non-numerical
4802,Deaths,non-numerical
4995,Deaths,non-numerical
5048,Deaths,non-numerical
5111,Deaths,non-numerical
5117,Deaths,non-numerical
5494,Deaths,non-numerical
5671,Deaths,non-numerical
5783,Deaths,non-numerical
5793,Deaths,non-numerical
5920,Deaths,non-numerical
5940,Deaths,non-numerical
6120,Deaths,non-numerical
6128,Deaths,non-numerical
6148,Deaths,non-numerical
6190,Deaths,non-numerical
6216,Deaths,non-numerical
6344,Deaths,non-numerical
6366,Deaths,non-numerical
6378,Deaths,non-numerical
6538,Deaths,non-numerical
6613,Deaths,non-numerical
6641,Deaths,non-numerical
6700,Deaths,non-numerical
6770,Deaths,non-numerical
6836,Deaths,non-numerical
6863,Deaths,non-numerical
7065,Deaths,non-numerical
7128,Deaths,non-numerical
7260,Deaths,non-numerical
7315,Deaths,non-numerical
7326,Deaths,non-numerical
7376,Deaths,non-numerical
7397,Deaths,non-numerical
7503,Deaths,non-numerical
7604,Deaths,non-numerical
7721,Deaths,non-numerical
7810,Deaths,non-numerical
7818,Deaths,non-numerical
7902,Deaths,non-numerical
7904,Deaths,non-numerical
7909,Deaths,non-numerical
7979,Deaths,non-numerical
8074,Deaths,non-numerical
8152,Deaths,non-numerical
8355,Deaths,non-numerical
8359,Deaths,non-numerical
8363,Deaths,non-numerical
8383,Deaths,non-numerical
8446,Deaths,non-numerical
8527,Deaths,non-numerical
8540,Deaths,non-numerical
8651,Deaths,non-numerical
8672,Deaths,non-numerical
8830,Deaths,non-numerical
8848,Deaths,non-numerical
8970,Deaths,non-numerical
9057,Deaths,non-numerical
9103,Deaths,non-numerical
9161,Deaths,non-numerical
9166,Deaths,non-numerical
9222,Deaths,non-numerical
9333,Deaths,non-numerical
9459,Deaths,non-numerical
9548,Deaths,non-numerical
9561,Deaths,non-numerical
9740,Deaths,non-numerical
9747,Deaths,non-numerical
9781,Deaths,non-numerical
9806,Deaths,non-numerical
9832,Deaths,non-numerical
10011,Deaths,non-numerical
10040,Deaths,non-numerical
10148,Deaths,non-numerical
10307,Deaths,non-numerical
10429,Deaths,non-numerical
10495,Deaths,non-numerical
10509,Deaths,non-numerical
10556,Deaths,non-numerical
10696,Deaths,non-numerical
10725,Deaths,non-numerical
10769,Deaths,non-numerical
10777,Deaths,non-numerical
10816,Deaths,non-numerical
10822,Deaths,non-numerical
10855,Deaths,non-numerical
10891,Deaths,non-numerical
10962,Deaths,non-numerical
11058,Deaths,non-numerical
11089,Deaths,non-numerical
11155,Deaths,non-numerical
11276,Deaths,non-numerical
11348,Deaths,non-numerical
11453,Deaths,non-numerical
11454,Deaths,non-numerical
11477,Deaths,non-numerical
11500,Deaths,non-numerical
11625,Deaths,non-numerical
11633,Deaths,non-numerical
11752,Deaths,non-numerical
11763,Deaths,non-numerical
11887,Deaths,non-numerical
11994,Deaths,non-numerical
12001,Deaths,non-numerical
12007,Deaths,non-numerical
12114,Deaths,non-numerical
12130,Deaths,non-numerical
12319,Deaths,non-numerical
12358,Deaths,non-numerical
12373,Deaths,non-numerical
12417,Deaths,non-numerical
12455,Deaths,non-numerical
12500,Deaths,non-numerical
12507,Deaths,non-numerical
12548,Deaths,non-numerical
12566,Deaths,non-numerical
12575,Deaths,non-numerical
12607,Deaths,non-numerical
12680,Deaths,non-numerical
12817,Deaths,non-numerical
12837,Deaths,non-numerical
12845,Deaths,non-numerical
12951,Deaths,non-numerical
13015,Deaths,non-numerical
13032,Deaths,non-numerical
13196,Deaths,non-numerical
13218,Deaths,non-numerical
13285,Deaths,non-numerical
13286,Deaths,non-numerical
13316,Deaths,non-numerical
13342,Deaths,non-numerical
13415,Deaths,non-numerical
13438,Deaths,non-numerical
13520,Deaths,non-numerical
13553,Deaths,non-numerical
13682,Deaths,non-numerical
13702,Deaths,non-numerical
13886,Deaths,non-numerical
13960,Deaths,non-numerical
14016,Deaths,non-numerical
14047,Deaths,non-numerical
14068,Deaths,non-numerical
14074,Deaths,non-numerical
14203,Deaths,non-numerical
14375,Deaths,non-numerical
14380,Deaths,non-numerical
14483,Deaths,non-numerical
14489,Deaths,non-numerical
14522,Deaths,non-numerical
14575,Deaths,non-numerical
14583,Deaths,non-numerical
14735,Deaths,non-numerical
14772,Deaths,non-numerical
14832,Deaths,non-numerical
14840,Deaths,non-numerical
15067,Deaths,non-numerical
15295,Deaths,non-numerical
15450,Deaths,non-numerical
15452,Deaths,non-numerical
15653,Deaths,non-numerical
15677,Deaths,non-numerical
15738,Deaths,non-numerical
15826,Deaths,non-numerical
15862,Deaths,non-numerical
15868,Deaths,non-numerical
15975,Deaths,non-numerical
15984,Deaths,non-numerical
16005,Deaths,non-numerical
16107,Deaths,non-numerical
16254,Deaths,non-numerical
16276,Deaths,non-numerical
16396,Deaths,non-numerical
16497,Deaths,non-numerical
16692,Deaths,non-numerical
16819,Deaths,non-numerical
16994,Deaths,non-numerical
17066,Deaths,non-numerical
17121,Deaths,non-numerical
17243,Deaths,non-numerical
17274,Deaths,non-numerical
17338,Deaths,non-numerical
17443,Deaths,non-numerical
17448,Deaths,non-numerical
17495,Deaths,non-numerical
17579,Deaths,non-numerical
17658,Deaths,non-numerical
17697,Deaths,non-numerical
17698,Deaths,non-numerical
17709,Deaths,non-numerical
17724,Deaths,non-numerical
17759,Deaths,non-numerical
17768,Deaths,non-numerical
17872,Deaths,non-numerical
18054,Deaths,non-numerical
18089,Deaths,non-numerical
18148,Deaths,non-numerical
18224,Deaths,non-numerical
18308,Deaths,non-numerical
18324,Deaths,non-numerical
18326,Deaths,non-numerical
18403,Deaths,non-numerical
18507,Deaths,non-numerical
18544,Deaths,non-numerical
18566,Deaths,non-numerical
18674,Deaths,non-numerical
18807,Deaths,non-numerical
18905,Deaths,non-numerical
18995,Deaths,non-numerical
19003,Deaths,non-numerical
19057,Deaths,non-numerical
19110,Deaths,non-numerical
19179,Deaths,non-numerical
19273,Deaths,non-numerical
19309,Deaths,non-numerical
19453,Deaths,non-numerical
19511,Deaths,non-numerical
19552,Deaths,non-numerical
19575,Deaths,non-numerical
19611,Deaths,non-numerical
19613,Deaths,non-numerical
19617,Deaths,non-numerical
19762,Deaths,non-numerical
19795,Deaths,non-numerical
19880,Deaths,non-numerical
19927,Deaths,non-numerical
19965,Deaths,non-numerical
19989,Deaths,non-numerical
19992,Deaths,non-numerical
19998,Deaths,non-numerical
20017,Deaths,non-numerical
20022,Deaths,non-numerical
20170,Deaths,non-numerical
20203,Deaths,non-numerical
20261,Deaths,non-numerical
20293,Deaths,non-numerical
20308,Deaths,non-numerical
20349,Deaths,non-numerical
20384,Deaths,non-numerical
20441,Deaths,non-numerical
20466,Deaths,non-numerical
20523,Deaths,non-numerical
20566,Deaths,non-numerical
20567,Deaths,non-numerical
20633,Deaths,non-numerical
20670,Deaths,non-numerical
20764,Deaths,non-numerical
20777,Deaths,non-numerical
20818,Deaths,non-numerical
20944,Deaths,non-numerical
20970,Deaths,non-numerical
20999,Deaths,non-numerical
21306,Deaths,non-numerical
21409,Deaths,non-numerical
21434,Deaths,non-numerical
21570,Deaths,non-numerical
21577,Deaths,non-numerical
21591,Deaths,non-numerical
21632,Deaths,non-numerical
21649,Deaths,non-numerical
21702,Deaths,non-numerical
21717,Deaths,non-numerical
21758,Deaths,non-numerical
21806,Deaths,non-numerical
22040,Deaths,non-numerical
22127,Deaths,non-numerical
22270,Deaths,non-numerical
22322,Deaths,non-numerical
22617,Deaths,non-numerical
22625,Deaths,non-numerical
22642,Deaths,non-numerical
22717,Deaths,non-numerical
22780,Deaths,non-numerical
22829,Deaths,non-numerical
22853,Deaths,non-numerical
22868,Deaths,non-numerical
22971,Deaths,non-numerical
23019,Deaths,non-numerical
23075,Deaths,non-numerical
23077,Deaths,non-numerical
23123,Deaths,non-numerical
23149,Deaths,non-numerical
23186,Deaths,non-numerical
23193,Deaths,non-numerical
23197,Deaths,non-numerical
23265,Deaths,non-numerical
23274,Deaths,non-numerical
23328,Deaths,non-numerical
23360,Deaths,non-numerical
23378,Deaths,non-numerical
23393,Deaths,non-numerical
23454,Deaths,non-numerical
23541,Deaths,non-numerical
23655,Deaths,non-numerical
23733,Deaths,non-numerical
23742,Deaths,non-numerical
23768,Deaths,non-numerical
23850,Deaths,non-numerical
23950,Deaths,non-numerical
23989,Deaths,non-numerical
24117,Deaths,non-numerical
24171,Deaths,non-numerical
24299,Deaths,non-numerical
24489,Deaths,non-numerical
24579,Deaths,non-numerical
24593,Deaths,non-numerical
24631,Deaths,non-numerical
24690,Deaths,non-numerical
24715,Deaths,non-numerical
24763,Deaths,non-numerical
24830,Deaths,non-numerical
24876,Deaths,non-numerical
24975,Deaths,non-numerical
25019,Deaths,non-numerical
25085,Deaths,non-numerical
25112,Deaths,non-numerical
25214,Deaths,non-numerical
25238,Deaths,non-numerical
25256,Deaths,non-numerical
25370,Deaths,non-numerical
25458,Deaths,non-numerical
25466,Deaths,non-numerical
25470,Deaths,non-numerical
25578,Deaths,non-numerical
25624,Deaths,non-numerical
25645,Deaths,non-numerical
25771,Deaths,non-numerical
25782,Deaths,non-numerical
25860,Deaths,non-numerical
26125,Deaths,non-numerical
26174,Deaths,non-numerical
26327,Deaths,non-numerical
26339,Deaths,non-numerical
26382,Deaths,non-numerical
26409,Deaths,non-numerical
26441,Deaths,non-numerical
26644,Deaths,non-numerical
26658,Deaths,non-numerical
26687,Deaths,non-numerical
26724,Deaths,non-numerical
26747,Deaths,non-numerical
26767,Deaths,non-numerical
26769,Deaths,non-numerical
26893,Deaths,non-numerical
26943,Deaths,non-numerical
27052,Deaths,non-numerical
27096,Deaths,non-numerical
27194,Deaths,non-numerical
27198,Deaths,non-numerical
27294,Deaths,non-numerical
27346,Deaths,non-numerical
27360,Deaths,non-numerical
27393,Deaths,non-numerical
27396,Deaths,non-numerical
27437,Deaths,non-numerical
27500,Deaths,non-numerical
27573,Deaths,non-numerical
27575,Deaths,non-numerical
27576,Deaths,non-numerical
27588,Deaths,non-numerical
27713,Deaths,non-numerical
27787,Deaths,non-numerical
27851,Deaths,non-numerical
27877,Deaths,non-numerical
28135,Deaths,non-numerical
28160,Deaths,non-numerical
28177,Deaths,non-numerical
28188,Deaths,non-numerical
28290,Deaths,non-numerical
28361,Deaths,non-numerical
28370,Deaths,non-numerical
28375,Deaths,non-numerical
28384,Deaths,non-numerical
28418,Deaths,non-numerical
28461,Deaths,non-numerical
28534,Deaths,non-numerical
28542,Deaths,non-numerical
28563,Deaths,non-numerical
28589,Deaths,non-numerical
28662,Deaths,non-numerical
28679,Deaths,non-numerical
28922,Deaths,non-numerical
29027,Deaths,non-numerical
29037,Deaths,non-numerical
29060,Deaths,non-numerical
29076,Deaths,non-numerical
29084,Deaths,non-numerical
29099,Deaths,non-numerical
29202,Deaths,non-numerical
29341,Deaths,non-numerical
29342,Deaths,non-numerical
29368,Deaths,non-numerical
29512,Deaths,non-numerical
29553,Deaths,non-numerical
29713,Deaths,non-numerical
29732,Deaths,non-numerical
29762,Deaths,non-numerical
29826,Deaths,non-numerical
29847,Deaths,non-numerical
29894,Deaths,non-numerical
29971,Deaths,non-numerical
30028,Deaths,non-numerical
30043,Deaths,non-numerical
30059,Deaths,non-numerical
30135,Deaths,non-numerical
30226,Deaths,non-numerical
30288,Deaths,non-numerical
30387,Deaths,non-numerical
30512,Deaths,non-numerical
30515,Deaths,non-numerical
30578,Deaths,non-numerical
30588,Deaths,non-numerical
30674,Deaths,non-numerical
30716,Deaths,non-numerical
30776,Deaths,non-numerical
31046,Deaths,non-numerical
31199,Deaths,non-numerical
31267,Deaths,non-numerical
31339,Deaths,non-numerical
31413,Deaths,non-numerical
31450,Deaths,non-numerical
31471,Deaths,non-numerical
31496,Deaths,non-numerical
31702,Deaths,non-numerical
31719,Deaths,non-numerical
31784,Deaths,non-numerical
31926,Deaths,non-numerical
31967,Deaths,non-numerical
32196,Deaths,non-numerical
32246,Deaths,non-numerical
32250,Deaths,non-numerical
32334,Deaths,non-numerical
32460,Deaths,non-numerical
32494,Deaths,non-numerical
32511,Deaths,non-numerical
32601,Deaths,non-numerical
32605,Deaths,non-numerical
32685,Deaths,non-numerical
32753,Deaths,non-numerical
32839,Deaths,non-numerical
32862,Deaths,non-numerical
32876,Deaths,non-numerical
33020,Deaths,non-numerical
33069,Deaths,non-numerical
33221,Deaths,non-numerical
33261,Deaths,non-numerical
33379,Deaths,non-numerical
33387,Deaths,non-numerical
33463,Deaths,non-numerical
33559,Deaths,non-numerical
33566,Deaths,non-numerical
33707,Deaths,non-numerical
33723,Deaths,non-numerical
33860,Deaths,non-numerical
33877,Deaths,non-numerical
33879,Deaths,non-numerical
33989,Deaths,non-numerical
34062,Deaths,non-numerical
34106,Deaths,non-numerical
34125,Deaths,non-numerical
34252,Deaths,non-numerical
34260,Deaths,non-numerical
34269,Deaths,non-numerical
34354,Deaths,non-numerical
34366,Deaths,non-numerical
34487,Deaths,non-numerical
34494,Deaths,non-numerical
34576,Deaths,non-numerical
34617,Deaths,non-numerical
34631,Deaths,non-numerical
34695,Deaths,non-numerical
34697,Deaths,non-numerical
34710,Deaths,non-numerical
34767,Deaths,non-numerical
34778,Deaths,non-numerical
34899,Deaths,non-numerical
34953,Deaths,non-numerical
35061,Deaths,non-numerical
35316,Deaths,non-numerical
35352,Deaths,non-numerical
35353,Deaths,non-numerical
35414,Deaths,non-numerical
35433,Deaths,non-numerical
35495,Deaths,non-numerical
35501,Deaths,non-numerical
35620,Deaths,non-numerical
35624,Deaths,non-numerical
35650,Deaths,non-numerical
35713,Deaths,non-numerical
35777,Deaths,non-numerical
35796,Deaths,non-numerical
35909,Deaths,non-numerical
35925,Deaths,non-numerical
35957,Deaths,non-numerical
35994,Deaths,non-numerical
36053,Deaths,non-numerical
36205,Deaths,non-numerical
36331,Deaths,non-numerical
36390,Deaths,non-numerical
36460,Deaths,non-numerical
36476,Deaths,non-numerical
36499,Deaths,non-numerical
36592,Deaths,non-numerical
36601,Deaths,non-numerical
36717,Deaths,non-numerical
36733,Deaths,non-numerical
36767,Deaths,non-numerical
36922,Deaths,non-numerical
36937,Deaths,non-numerical
36957,Deaths,non-numerical
37034,Deaths,non-numerical
37136,Deaths,non-numerical
37336,Deaths,non-numerical
37412,Deaths,non-numerical
37415,Deaths,non-numerical
37495,Deaths,non-numerical
37520,Deaths,non-numerical
37641,Deaths,non-numerical
37817,Deaths,non-numerical
37837,Deaths,non-numerical
37894,Deaths,non-numerical
37895,Deaths,non-numerical
37932,Deaths,non-numerical
38019,Deaths,non-numerical
38033,Deaths,non-numerical
38067,Deaths,non-numerical
38096,Deaths,non-numerical
38147,Deaths,non-numerical
38161,Deaths,non-numerical
38247,Deaths,non-numerical
38279,Deaths,non-numerical
38301,Deaths,non-numerical
38413,Deaths,non-numerical
38432,Deaths,non-numerical
38457,Deaths,non-numerical
38470,Deaths,non-numerical
38474,Deaths,non-numerical
38493,Deaths,non-numerical
38512,Deaths,non-numerical
38531,Deaths,non-numerical
38600,Deaths,non-numerical
38608,Deaths,non-numerical
38647,Deaths,non-numerical
38681,Deaths,non-numerical
38891,Deaths,non-numerical
38897,Deaths,non-numerical
38920,Deaths,non-numerical
38930,Deaths,non-numerical
38931,Deaths,non-numerical
39122,Deaths,non-numerical
39189,Deaths,non-numerical
39290,Deaths,non-numerical
39400,Deaths,non-numerical
39462,Deaths,non-numerical
39499,Deaths,non-numerical
39506,Deaths,non-numerical
39571,Deaths,non-numerical
39926,Deaths,non-numerical
39992,Deaths,non-numerical
40082,Deaths,non-numerical
40097,Deaths,non-numerical
40140,Deaths,non-numerical
40215,Deaths,non-numerical
40283,Deaths,non-numerical
40284,Deaths,non-numerical
40338,Deaths,non-numerical
40367,Deaths,non-numerical
40411,Deaths,non-numerical
40511,Deaths,non-numerical
40657,Deaths,non-numerical
40692,Deaths,non-numerical
40723,Deaths,non-numerical
40865,Deaths,non-numerical
40911,Deaths,non-numerical
40985,Deaths,non-numerical
41009,Deaths,non-numerical
41026,Deaths,non-numerical
41174,Deaths,non-numerical
41242,Deaths,non-numerical
41276,Deaths,non-numerical
41366,Deaths,non-numerical
41395,Deaths,non-numerical
41447,Deaths,non-numerical
41458,Deaths,non-numerical
41504,Deaths,non-numerical
41539,Deaths,non-numerical
41561,Deaths,non-numerical
41603,Deaths,non-numerical
41685,Deaths,non-numerical
41704,Deaths,non-numerical
41814,Deaths,non-numerical
41866,Deaths,non-numerical
41867,Deaths,non-numerical
41927,Deaths,non-numerical
41970,Deaths,non-numerical
41974,Deaths,non-numerical
41986,Deaths,non-numerical
42010,Deaths,non-numerical
42038,Deaths,non-numerical
42088,Deaths,non-numerical
42132,Deaths,non-numerical
42148,Deaths,non-numerical
42175,Deaths,non-numerical
42198,Deaths,non-numerical
42232,Deaths,non-numerical
42337,Deaths,non-numerical
42347,Deaths,non-numerical
42349,Deaths,non-numerical
42487,Deaths,non-numerical
42560,Deaths,non-numerical
42611,Deaths,non-numerical
42626,Deaths,non-numerical
42664,Deaths,non-numerical
42693,Deaths,non-numerical
42834,Deaths,non-numerical
42850,Deaths,non-numerical
42935,Deaths,non-numerical
42965,Deaths,non-numerical
43086,Deaths,non-numerical
43100,Deaths,non-numerical
43120,Deaths,non-numerical
43262,Deaths,non-numerical
43317,Deaths,non-numerical
43330,Deaths,non-numerical
43408,Deaths,non-numerical
43502,Deaths,non-numerical
43517,Deaths,non-numerical
43597,Deaths,non-numerical
43608,Deaths,non-numerical
43625,Deaths,non-numerical
43653,Deaths,non-numerical
43656,Deaths,non-numerical
43684,Deaths,non-numerical
43739,Deaths,non-numerical
43760,Deaths,non-numerical
43837,Deaths,non-numerical
43842,Deaths,non-numerical
43961,Deaths,non-numerical
44479,Deaths,non-numerical
44517,Deaths,non-numerical
44545,Deaths,non-numerical
44546,Deaths,non-numerical
44612,Deaths,non-numerical
44668,Deaths,non-numerical
44671,Deaths,non-numerical
44711,Deaths,non-numerical
44903,Deaths,non-numerical
44988,Deaths,non-numerical
45015,Deaths,non-numerical
45085,Deaths,non-numerical
45160,Deaths,non-numerical
45190,Deaths,non-numerical
45223,Deaths,non-numerical
45302,Deaths,non-numerical
45417,Deaths,non-numerical
45450,Deaths,non-numerical
45473,Deaths,non-numerical
45483,Deaths,non-numerical
45520,Deaths,non-numerical
45527,Deaths,non-numerical
45639,Deaths,non-numerical
45661,Deaths,non-numerical
45666,Deaths,non-numerical
45694,Deaths,non-numerical
45814,Deaths,non-numerical
45975,Deaths,non-numerical
46172,Deaths,non-numerical
46434,Deaths,non-numerical
46445,Deaths,non-numerical
46810,Deaths,non-numerical
46857,Deaths,non-numerical
46954,Deaths,non-numerical
47005,Deaths,non-numerical
47027,Deaths,non-numerical
47083,Deaths,non-numerical
47172,Deaths,non-numerical
47195,Deaths,non-numerical
47260,Deaths,non-numerical
47336,Deaths,non-numerical
47401,Deaths,non-numerical
47734,Deaths,non-numerical
47864,Deaths,non-numerical
47924,Deaths,non-numerical
48129,Deaths,non-numerical
48143,Deaths,non-numerical
48169,Deaths,non-numerical
48180,Deaths,non-numerical
